No    x1      x2      x3      d
91	0.8762	0.2498	0.9167	0.7829	   
92	0.9885	0.6229	0.2085	0.7200	   
93	0.0461	0.7745	0.5632	0.5949	   
94	0.3209	0.6229	0.5233	0.6810	   
95	0.9189	0.5930	0.7288	0.8989	   
96	0.0382	0.5515	0.8818	0.5999	   
97	0.3726	0.9988	0.3814	0.7086	   
98	0.4211	0.2668	0.3307	0.5080	   
99	0.2378	0.0817	0.3574	0.3452	   
100	0.9893	0.7637	0.2526	0.7755	   
101	0.8203	0.0682	0.4260	0.5643	   
102	0.6226	0.2146	0.1021	0.4452	   
103	0.4589	0.3147	0.2236	0.4962	   
104	0.3471	0.8889	0.1564	0.5875	   
105	0.5762	0.8292	0.4116	0.7853	   
106	0.9053	0.6245	0.5264	0.8506	   
107	0.2860	0.0793	0.0549	0.2224	   
108	0.9567	0.3034	0.4425	0.6993	   
109	0.5170	0.9266	0.1565	0.6594	   
110	0.8149	0.0396	0.6227	0.6165	   
111	0.3710	0.3554	0.5633	0.6171	   
112	0.8702	0.3185	0.2762	0.6287	   
113	0.1016	0.6382	0.3173	0.4957	   
114	0.3890	0.2369	0.0083	0.3235	   
115	0.2702	0.8617	0.1218	0.5319	   
116	0.7473	0.6507	0.5582	0.8464	   
117	0.9108	0.2139	0.4641	0.6625	   
118	0.4343	0.6028	0.1344	0.5546	   
119	0.6847	0.4062	0.9318	0.8204	   
120	0.8657	0.9448	0.9900	0.9904	   
121	0.4011	0.4138	0.8715	0.7222	   
122	0.5949	0.2600	0.0810	0.4480	   
123	0.1845	0.7906	0.9725	0.7425	   
124	0.3438	0.6725	0.9821	0.7926	   
125	0.8398	0.1360	0.9119	0.7222	   
126	0.2245	0.0971	0.6136	0.4402	   
127	0.3742	0.9668	0.8194	0.8371	   
128	0.9572	0.9836	0.3793	0.8556	   
129	0.7496	0.0410	0.1360	0.4059	   
130	0.9123	0.3510	0.0682	0.5455	   
131	0.6954	0.5500	0.6801	0.8388	   
132	0.5252	0.6529	0.5729	0.7893	   
133	0.3156	0.3851	0.5983	0.6161	   
134	0.1460	0.1637	0.0249	0.1813	   
135	0.7780	0.4491	0.4614	0.7498	   
136	0.5959	0.8647	0.8601	0.9176	   
137	0.2204	0.1785	0.4607	0.4276	   
138	0.7355	0.8264	0.7015	0.9214	   
139	0.9931	0.6727	0.3139	0.7829	   
140	0.9123	0.0000	0.1106	0.3944	   
141	0.2858	0.9688	0.2262	0.5988	   
142	0.7931	0.8993	0.9028	0.9728	   
143	0.7841	0.0778	0.9012	0.6832	   
144	0.1380	0.5881	0.2367	0.4622	   
145	0.6345	0.5165	0.7139	0.8191	   
146	0.2453	0.5888	0.1559	0.4765	   
147	0.1174	0.5436	0.3657	0.4953	   
148	0.3667	0.3228	0.6952	0.6376	   
149	0.9532	0.6949	0.4451	0.8426	   
150	0.7954	0.8346	0.0449	0.6676	   
151	0.1427	0.0480	0.6267	0.3780	   
152	0.1516	0.9824	0.0827	0.4627	   
153	0.4868	0.6223	0.7462	0.8116	   
154	0.3408	0.5115	0.0783	0.4559	   
155	0.8146	0.6378	0.5837	0.8628	   
156	0.2820	0.5409	0.7256	0.6939	   
157	0.5716	0.2958	0.5477	0.6619	   
158	0.9323	0.0229	0.4797	0.5731	   
159	0.2907	0.7245	0.5165	0.6911	   
160	0.0068	0.0545	0.0861	0.0851	   
161	0.2636	0.9885	0.2175	0.5847	   
162	0.0350	0.3653	0.7801	0.5117	   
163	0.9670	0.3031	0.7127	0.7836	   
164	0.0000	0.7763	0.8735	0.6388	   
165	0.4395	0.0501	0.9761	0.5712	   
166	0.9359	0.0366	0.9514	0.6826	   
167	0.0173	0.9548	0.4289	0.5527	   
168	0.6112	0.9070	0.6286	0.8803	   
169	0.2010	0.9573	0.6791	0.7283	   
170	0.8914	0.9144	0.2641	0.7966	   
171	0.0061	0.0802	0.8621	0.3711	   
172	0.2212	0.4664	0.3821	0.5260	   
173	0.2401	0.6964	0.0751	0.4637	   
174	0.7881	0.9833	0.3038	0.8049	   
175	0.2435	0.0794	0.5551	0.4223	   
176	0.2752	0.8414	0.2797	0.6079	   
177	0.7616	0.4698	0.5337	0.7809	   
178	0.3395	0.0022	0.0087	0.1836	   
179	0.7849	0.9981	0.4449	0.8641	   
180	0.8312	0.0961	0.2129	0.4857	   
181	0.9763	0.1102	0.6227	0.6667	   
182	0.8597	0.3284	0.6932	0.7829	   
183	0.9295	0.3275	0.7536	0.8016	   
184	0.2435	0.2163	0.7625	0.5449	   
185	0.9281	0.8356	0.5285	0.8991	   
186	0.8313	0.7566	0.6192	0.9047	   
187	0.1712	0.0545	0.5033	0.3561	   
188	0.0609	0.1702	0.4306	0.3310	   
189	0.5899	0.9408	0.0369	0.6245	   
190	0.7858	0.5115	0.0916	0.6066	   
191	1.0000	0.1653	0.7103	0.7172	   
192	0.2007	0.1163	0.3431	0.3385	   
193	0.2306	0.0330	0.0293	0.1590	   
194	0.8477	0.6378	0.4623	0.8254	   
195	0.9677	0.7895	0.9467	0.9782	   
196	0.0339	0.4669	0.1526	0.3250	   
197	0.0080	0.8988	0.4201	0.5404	   
198	0.9955	0.8897	0.6175	0.9360	   
199	0.7408	0.5351	0.2732	0.6949	   
200	0.6843	0.3737	0.1562	0.5625	 

